Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jdg	20	40	How hard did Israel chase after the Benjamites?	45	B	The Jordan River   B To Gidom	To Jebus	To Mizpah		
Jdg	20	41	How many Benjamite men were successful in fleeing and escaping with their lives?	47	D	One hundred	Two hundred	Five hundred	Six hundred	
Jdg	20	42	Where did the remaining Benjamite men stay?	47	D	At the spring of Harod	In the valley of Sorek	At the spring of En Hakkore	At the rock of Rimmon	
Jdg	20	43	How long did the remaining Benjamite men stay there?	47	C	Four days	Four weeks	Four months	Four years	
Jdg	20	44	What did the men of Israel do to the towns of Benjamin?	48	D	Struck them with the edge of the sword	Killed all the men and beasts and all that they found	Set the towns on fire	All of the above	
Jdg	21	1	What did the men of Israel swear at Mizpah?	1	D	They would not go home until every man of Benjamin had been killed	They would not sleep until the tribe of Benjamin had been wiped out	No one of them would allow his son to marry a Benjamite	No one of them would give his daughter in marriage to a Benjamite	
Jdg	21	2	What did the Israelites do in Bethel?	2-3	C	Stood before God until evening	Raised their voices and praised the Lord	Said, “O Lord, the God of Israel, why has this happened in Israel?”	Cried, “Why should three tribes be missing from Israel today?”	
Jdg	21	3	The next day what did the Israelites do?	4	B	Raised their voices and wept bitterly	Built there an altar and offered burnt offerings and peace offerings	Assembled an army to kill the remaining Benjamite men hiding at the rock of Rimmon	Sat before God without muttering a word	
Jdg	21	4	What did the Israelites ask when they gathered in Bethel?	5	A	Which from all the tribes of Israel did not come up in the assembly to the Lord?	Which from the tribe of Levi has failed to assemble before the Lord?	Which from the tribe of Benjamin has failed to assemble before the Lord?	Which from the tribe of Dan has failed to assemble before the Lord?	
Jdg	21	5	What great oath had Israel taken regarding the tribes who did not come up to the Lord to Mizpah?	5	C	They shall be enslaved to all the other tribes	Their lands should be taken away from them	They shall surely be put to death	They shall be cut off from the nation of Israel	
Jdg	21	6	Who from Israel did not come up to the Lord at Mizpah?	9	D	No one had come to the camp from Hebron to the assembly	No one had come to the camp from Dan to the assembly	No one had come to the camp from Zorah to the assembly	No one had come to the camp from Jabesh-gilead to the assembly	
Jdg	21	7	On whom did the people have compassion?	6	D	The people of Jabesh Gilead	The people of Gibeah	The people of Israel who were killed in battle	Benjamin, saying “one tribe is cut off from Israel this day”	
Jdg	21	8	What concerned Israel about those who were left of the tribe of Benjamin?	7	D	They might make alliances with the people of Canaan and fight against Israel	Where Israel might find the remaining Benjamites to finish killing them off	How to provide food and water for them, since their lands had been taken away	Where the Benjamites would find wives	
Jdg	21	9	Whom did the congregation send to Jabesh-Gilead?	10	C	One leader from each tribe of Israel	The high priest and his servant	Twelve thousand of their bravest men	The remaining Benjamites	
Jdg	21	10	What were these people to do once they arrived at Jabesh-Gilead?	10-11	D	Strike the inhabitants of Jabesh-Gilead, also the women and little ones	Every male and every woman that has lain with male they devoted to destruction	Take all the plunder from the city to help the remaining Benjamites	A and B	
Jdg	21	11	How many young virgin women were found in Jabesh-Gilead?	12	C	One hundred	Two hundred	Four hundred	Six hundred	
Jdg	21	12	Where were these young virgin women brought?	12	A	To Shiloh	To Bethel	To Mizpah	To Gibeah	
Jdg	21	13	What did the congregation send to the people of Benjamin at the rock of Rimmon?	13	C	Plunder from the destroyed city of Jabesh Gilead	Young virgin women from the destroyed city of Jabesh Gilead	A proclamation of peace	Food and water to sustain them where they lived	
Jdg	21	14	When the Benjamites returned, what were they given?	14	B	Plunder from the destroyed city of Jabesh-Gilead	The women whom they had saved alive of Jabesh-Gilead	An offer of peace	Food and water to sustain them as they established new homes	
Jdg	21	15	What was the problem that still faced Israel and the Benjamites?	16-18	D	There were not enough wives for all of the remaining Benjamites	There must be an inheritance for the survivors so the tribe wasn’t blotted out	They could not give them wives because they had sworn not to	All of the above	
Jdg	21	16	Where was the yearly feast of the Lord?	19	D	Gilead	Mizpah	Bethel	Shiloh	
Jdg	21	17	Where was this town located?	19	C	South of Bethel	West of Shechem	South of Lebonah	B and C	
Jdg	21	18	What were they to say if any of the girl’s fathers or brothers complained?	22	D	Grant them graciously to us	We did not take for each man of them his wife in battle	You are not guilty	All of the above	
Jdg	21	19	What did the people of Benjamin and their new wives do?	23	D	Returned to their inheritance	Rebuilt towns	Lived in the towns	All of the above	
Jdg	21	20	“In those days there was no king in Israel. _______.”	25	C	Everyone followed the ways of the Lord God of Israel	Every tribe appointed their own leader and judge over them	Everyone did what was right in his own eyes	Everyone looked forward to the promise of a king to come	
Rut	1	1	When did the events of Ruth take place?	1	A	In the days when the judges ruled	In the days when the kings ruled	In the days when priests ruled	In the days when prophets ruled	
Rut	1	2	What had happened in the land?	1	D	A plague had struck all the flocks and livestock	Large hail had destroyed the crops in the field	Fires had destroyed the crops of the fields	There was a famine	
Rut	1	3	Where did a man, his wife, and two sons go to sojourn?	1	D	Bethlehem	Judah	Shiloh	Moab	
Rut	1	4	Where was the man and his family from?	1	A	Bethlehem	Bethel	Shiloh	Moab	
Rut	1	5	What was the man’s name who took his family to sojourn in that land?	2	C	Mahlon	Killion	Elimelech	Boaz	
Rut	1	6	What were the names of the man’s two sons?	2	B	Boaz & Obed	Mahlon & Chilion	Perez & Hezron	Obed & Jesse	
Rut	1	7	What was the name of the man’s wife?	2	B	Ruth	Naomi	Esther                          D Orpah		
Rut	1	8	The members of this family were _______ from Judah.	2	C	Ephraimites	Edomites	Ephrathites	Essenes	
Rut	1	9	Who died first while the family was in Moab?	3	A	Elimelech	Mahlon	Killion	Boaz	
Rut	1	10	What were the names of the Moabite wives that the two sons took?	4	C	Esther & Vashti	Leah & Rachel	Ruth & Orpah	Ruth & Naomi	
Rut	1	11	How long had the family lived in Moab before the two sons died?	4-5	C	Two years	Three years	Ten years	Thirteen years	
Rut	1	12	When did Naomi and her daughters-in-law rise to return from the country of Moab?	6	D	When Naomi’s husband died	When Naomi’s two sons died	When Moab had a famine	When Naomi heard that there was food	
Rut	1	13	Who set out on the way to return to the land of Judah?	7	D	Naomi	Ruth	Orpah	All of the above	
Rut	1	14	What did Naomi say to her two daughters-in-law?	8-9	D	Come with me, each of you, to your mother-in-law’s home	May the Lord deal kindly with you, as you have dealt with the dead and with me	The Lord grant that you may find rest, each of you in the house of her husband!	B and C	
Rut	1	15	What did the two daughters-in-law do when they heard Naomi’s words?	10	B	Rejoiced	They said to her, “No, we will return with you to your people”	Went back down the road towards Moab	Urged Naomi to stay with them in Moab	
Rut	1	16	Why did Naomi urge her daughters-in-law to return home to Moab?	11-13	D	I am too old to have a husband	Have I yet sons in my womb that they may become your husbands?	Would you therefore refrain from marrying?	All of the above	
Rut	1	17	Why did Naomi think it was exceedingly bitter for her and her daughters-in-law?	13	A	That the hand of the LORD has gone out against Naomi	The Lord had abandoned Naomi	There was no hope that Naomi would find a place to live in her homeland	The Lord was leading Naomi into the valley of the shadow of death	
Rut	1	18	After weeping again, what did the daughters-in-law do?	14	C	Kissed their mother-in-law good-by	Clung to their mother-in-law, and then went back with her to Judah	Orpah kissed her mother-in-law, but Ruth clung to her	Ruth kissed her mother-in-law, but Orpah clung to her	
Rut	1	19	What did Naomi urge Ruth to do after Orpah left?	15	B	Return after her sister	Return after her sister-in-law	Return after her father’s house	Come with Naomi to Judah	
Rut	1	20	Ruth told Naomi: “Where you _______ I will _______.”	16-17	D	Go, go	Lodge, lodge	Die, die	All of the above	
Rut	1	21	Ruth told Naomi: “Your _______ shall be my _______.”	16	D	People, people	God, God	Inheritance, inheritance	A and B	
Rut	1	22	Where did Ruth say she would be buried?	17	C	In Moab at the tomb of her ancestors	In an alien land	With Naomi	In Moab where her deceased husband was buried	
Rut	1	23	Why did Naomi say no more to Ruth?	18	B	She wanted Ruth’s company	She saw that Ruth was determined to go with her	She was ill, and wanted Ruth to nurse her	She was tired of arguing about it	
Rut	1	24	Ruth and Naomi went on until they came to where?	19	A	Bethlehem	Jerusalem	Bethel	Mizpah	
Rut	1	25	What happened when Ruth and Naomi arrived in Naomi’s home town?	19	C	The whole town ignored them	The whole town refused to let them enter the gates	The whole town was stirred because of them	The women exclaimed, “This can’t possibly be Naomi!”	
Rut	1	26	What does the name Naomi mean?	20	A	Pleasant	Happy	Bitter	Alone	
Rut	1	27	By what name did Naomi want to be called?	20	B	Naomi	Mara	Massah	Mesha	
Rut	1	28	What does the name Mara mean?	20	C	Pleasant	Happy	Bitter	Alone	
Rut	1	29	Why did Naomi want this name?	20	B	For the Almighty had made her life very prosperous	For the Almighty has dealt very bitterly with me	For the Almighty had brought Ruth home with her	For the Almighty had been good to her	
Rut	1	30	“I went away  , but the Lord has brought me back _______.”	21	D	Empty, full	Fruitful, barren	Rich, poor	Full, empty	
